Frequencies,Band_A_Power,Band_B_Power
1.365,2487047.434304745,7317646.0389971435
1.366,2485162.62491633,7310969.497230501
1.367,2483280.720130907,7304303.30712126
1.368,2481401.7125650807,7297647.449348336
1.369,2479525.5948631256,7291001.904637889
1.37,2477652.3596968474,7284366.653763119
1.371,2475781.999765467,7277741.677544131
1.372,2473914.507795486,7271126.956847735
1.373,2472049.87654057,7264522.4725872995
1.374,2470188.0987814153,7257928.205722567
1.375,2468329.167325629,7251344.137259497
1.3760000000000001,2466473.075007608,7244770.248250092
1.377,2464619.814688413,7238206.519792245
1.3780000000000001,2462769.379255647,7231652.93302955
1.379,2460921.761623335,7225109.469151171
1.3800000000000001,2459076.954731801,7218576.1093916455
1.381,2457234.9515475524,7212052.835030757
1.3820000000000001,2455395.745063156,7205539.627393337
1.383,2453559.328297121,7199036.467849137
1.3840000000000001,2451725.694293779,7192543.337812644
1.385,2449894.8361231727,7186060.21874294
1.3860000000000001,2448066.746880926,7179587.092143532
1.387,2446241.419688145,7173123.9395622
1.3880000000000001,2444418.847691286,7166670.742590837
1.389,2442599.024062048,7160227.482865301
1.3900000000000001,2440781.9419972594,7153794.142065247
1.391,2438967.594718761,7147370.701913985
1.3920000000000001,2437155.9754732926,7140957.1441783225
1.393,2435347.07753238,7134553.450668412
1.3940000000000001,2433540.8941922244,7128159.603237597
1.395,2431737.418773592,7121775.583782263
1.3960000000000001,2429936.6446216954,7115401.374241681
1.397,2428138.565106093,7109036.956597878
1.3980000000000001,2426343.1736205723,7102682.312875459
1.399,2424550.4635830424,7096337.425141481
1.4000000000000001,2422760.4284354243,7090002.275505297
1.401,2420973.0616435464,7083676.846118416
1.4020000000000001,2419188.356697031,7077361.119174342
1.403,2417406.307109191,7071055.076908443
1.4040000000000001,2415626.9064169214,7064758.701597805
1.405,2413850.148180596,7058471.975561086
1.4060000000000001,2412076.025983956,7052194.881158368
1.407,2410304.533434014,7045927.400791018
1.408,2408535.664160937,7039669.516901557
1.409,2406769.411817956,7033421.211973501
1.41,2405005.7700812537,7027182.468531231
1.411,2403244.7326498646,7020953.269139851
1.412,2401486.2932455707,7014733.596405056
1.413,2399730.4456128026,7008523.43297298
1.414,2397977.183518537,7002322.761530071
1.415,2396226.500752193,6996131.564802947
1.416,2394478.391125536,6989949.825558265
1.417,2392732.848472576,6983777.526602575
1.418,2390989.866649469,6977614.650782205
1.419,2389249.439534415,6971461.180983104
1.42,2387511.5610275655,6965317.100130721
1.421,2385776.2250509197,6959182.391189875
1.422,2384043.4255482317,6953057.037164609
1.423,2382313.1564849103,6946941.021098077
1.424,2380585.4118479276,6940834.326072397
1.425,2378860.1856457135,6934736.935208522
1.426,2377137.471908073,6928648.831666127
1.427,2375417.2646860825,6922569.998643454
1.428,2373699.5580519964,6916500.419377208
1.429,2371984.3460991564,6910440.077142407
1.43,2370271.622941895,6904388.955252282
1.431,2368561.3827154427,6898347.037058113
1.432,2366853.6195758404,6892314.30594914
1.433,2365148.3276998396,6886290.745352415
1.434,2363445.501284815,6880276.338732687
1.435,2361745.134548674,6874271.069592262
1.436,2360047.2217297624,6868274.921470912
1.437,2358351.7570867813,6862287.877945711
1.438,2356658.7348986883,6856309.922630939
1.439,2354968.1494646133,6850341.039177959
1.44,2353279.99510377,6844381.211275084
1.441,2351594.2661553645,6838430.422647463
1.442,2349910.9569785106,6832488.657056959
1.443,2348230.0619521383,6826555.89830203
1.444,2346551.575474912,6820632.1302176155
1.445,2344875.491965138,6814717.3366749985
1.446,2343201.805860681,6808811.501581713
1.447,2341530.5116188806,6802914.6088814065
1.448,2339861.60371646,6797026.642553739
1.449,2338195.076649446,6791147.586614249
1.45,2336530.9249330834,6785277.425114253
1.451,2334869.143101749,6779416.142140717
1.452,2333209.72570887,6773563.721816157
1.453,2331552.667326838,6767720.148298509
1.454,2329897.96254693,6761885.405781032
1.455,2328245.6059792205,6756059.478492163
1.456,2326595.5922525064,6750242.350695453
1.457,2324947.916014217,6744434.006689408
1.458,2323302.571930342,6738634.430807408
1.459,2321659.5546853393,6732843.607417577
1.46,2320018.8589820676,6727061.520922691
1.461,2318380.4795416947,6721288.155760037
1.462,2316744.4111036244,6715523.496401343
1.463,2315110.6484254147,6709767.527352635
1.464,2313479.1862827,6704020.233154151
1.465,2311850.01946911,6698281.598380216
1.466,2310223.142796197,6692551.607639147
1.467,2308598.5510933525,6686830.245573134
1.468,2306976.2392077306,6681117.496858147
1.469,2305356.2020041756,6675413.346203815
1.47,2303738.434365139,6669717.778353332
1.471,2302122.931190606,6664030.778083344
1.472,2300509.6873980225,6658352.330203849
1.473,2298898.697922215,6652682.4195580855
1.474,2297289.957715316,6647021.031022439
1.475,2295683.4617466945,6641368.1495063305
1.476,2294079.205002872,6635723.759952109
1.477,2292477.182487458,6630087.847334968
1.478,2290877.38922107,6624460.396662825
1.479,2289279.820241263,6618841.392976216
1.48,2287684.4706024555,6613230.821348217
1.481,2286091.335375857,6607628.666884321
1.482,2284500.409649397,6602034.914722352
1.483,2282911.688527649,6596449.550032358
1.484,2281325.1671317634,6590872.558016511
1.485,2279740.8405993944,6585303.923909008
1.486,2278158.704084629,6579743.632975977
1.487,2276578.7527579167,6574191.67051537
1.488,2275000.981805998,6568648.021856883
1.489,2273425.3864318375,6563112.672361835
1.49,2271851.9618545515,6557585.6074230885
1.491,2270280.703309337,6552066.812464942
1.492,2268711.6060474105,6546556.272943039
1.493,2267144.665335931,6541053.974344279
1.494,2265579.8764579347,6535559.9021867085
1.495,2264017.23471227,6530074.042019434
1.496,2262456.7354135267,6524596.379422527
1.497,2260898.3738919673,6519126.900006929
1.498,2259342.145493464,6513665.589414357
1.499,2257788.0455794306,6508212.433317213
1.5,2256236.0695267553,6502767.417418488
1.5010000000000001,2254686.212727735,6497330.527451669
1.502,2253138.4705900094,6491901.749180653
1.5030000000000001,2251592.8385364967,6486481.0683996435
1.504,2250049.312005329,6481068.470933075
1.5050000000000001,2248507.886449785,6475663.942635508
1.506,2246968.5573382275,6470267.469391545
1.5070000000000001,2245431.3201540387,6464879.0371157415
1.508,2243896.170395558,6459498.631752509
1.5090000000000001,2242363.1035760134,6454126.239276037
1.51,2240832.1152234664,6448761.845690191
1.5110000000000001,2239303.200880741,6443405.437028434
1.512,2237776.356105366,6438056.999353736
1.5130000000000001,2236251.5764695117,6432716.518758481
1.514,2234728.8575599263,6427383.981364381
1.5150000000000001,2233208.1949778777,6422059.373322396
1.516,2231689.5843390855,6416742.680812642
1.5170000000000001,2230173.0212736693,6411433.890044295
1.518,2228658.5014260774,6406132.98725553
1.5190000000000001,2227146.0204550354,6400839.958713402
1.52,2225635.5740334797,6395554.790713793
1.5210000000000001,2224127.157848499,6390277.469581303
1.522,2222620.767601278,6385007.981669173
1.5230000000000001,2221116.3990070336,6379746.313359209
1.524,2219614.0477949567,6374492.451061686
1.5250000000000001,2218113.709708154,6369246.381215269
1.526,2216615.380503592,6364008.090286932
1.5270000000000001,2215119.055952032,6358777.564771869
1.528,2213624.731837979,6353554.791193424
1.5290000000000001,2212132.403959619,6348339.756102983
1.53,2210642.068128765,6343132.446079924
1.5310000000000001,2209153.7201707973,6337932.847731517
1.532,2207667.3559246073,6332740.947692837
1.5330000000000001,2206182.971242541,6327556.732626703
1.534,2204700.561990342,6322380.189223582
1.5350000000000001,2203220.124047098,6317211.304201507
1.536,2201741.6533051785,6312050.064306012
1.537,2200265.1456701867,6306896.456310038
1.538,2198790.597060899,6301750.467013853
1.539,2197318.0034092115,6296612.083244989
1.54,2195847.360660086,6291481.291858147
1.541,2194378.664771493,6286358.079735127
1.542,2192911.9117143606,6281242.433784743
1.543,2191447.0974725164,6276134.340942748
1.544,2189984.2180426377,6271033.788171767
1.545,2188523.269434194,6265940.762461204
1.546,2187064.247669398,6260855.25082717
1.547,2185607.148783147,6255777.240312412
1.548,2184151.968822973,6250706.717986231
1.549,2182698.7038489957,6245643.6709444085
1.55,2181247.349933856,6240588.086309133
1.551,2179797.9031626796,6235539.951228913
1.552,2178350.3596330127,6230499.252878519
1.553,2176904.71545478,6225465.9784589
1.554,2175460.966750222,6220440.115197101
1.555,2174019.1096538575,6215421.650346208
1.556,2172579.1403124207,6210410.571185259
1.557,2171141.0548848193,6205406.8650191715
1.558,2169704.8495420762,6200410.519178675
1.559,2168270.5204672855,6195421.521020233
1.56,2166838.0638555586,6190439.857925978
1.561,2165407.4759139777,6185465.51730363
1.562,2163978.752861542,6180498.486586422
1.563,2162551.8909291234,6175538.753233043
1.564,2161126.8863594113,6170586.304727548
1.565,2159703.7354068714,6165641.128579309
1.566,2158282.434337687,6160703.212322916
1.567,2156862.979429722,6155772.543518126
1.568,2155445.366972463,6150849.109749793
1.569,2154029.59326698,6145932.898627783
1.57,2152615.6546258647,6141023.897786917
1.571,2151203.547373201,6136122.094886896
1.572,2149793.2678445056,6131227.477612238
1.573,2148384.812386683,6126340.033672194
1.574,2146978.1773579796,6121459.7508006925
1.575,2145573.359127939,6116586.61675627
1.576,2144170.3540773503,6111720.619321995
1.577,2142769.158598207,6106861.746305402
1.578,2141369.7690936583,6102009.985538434
1.579,2139972.1819779635,6097165.324877358
1.58,2138576.3936764454,6092327.752202708
1.581,2137182.40062545,6087497.255419223
1.582,2135790.1992722913,6082673.822455762
1.583,2134399.7860752176,6077857.44126525
1.584,2133011.1575033586,6073048.0998246195
1.585,2131624.3100366835,6068245.7861347245
1.586,2130239.2401659572,6063450.488220291
1.587,2128855.944392694,6058662.194129838
1.588,2127474.419229117,6053880.891935626
1.589,2126094.661198111,6049106.569733584
1.59,2124716.6668331786,6044339.215643239
1.591,2123340.4326784005,6039578.81780767
1.592,2121965.9552883888,6034825.364393415
1.593,2120593.2312282454,6030078.843590438
1.594,2119222.2570735184,6025339.243612045
1.595,2117853.02941016,6020606.552694824
1.596,2116485.5448344834,6015880.75909858
1.597,2115119.7999531226,6011161.851106282
1.598,2113755.7913829857,6006449.817023983
1.599,2112393.515751219,6001744.64518078
1.6,2111032.9696951592,5997046.323928723
1.601,2109674.149862299,5992354.84164278
1.602,2108317.0529102366,5987670.186720756
1.603,2106961.675506643,5982992.347583238
1.604,2105608.014329217,5978321.312673534
1.605,2104256.0660656444,5973657.070457617
1.606,2102905.8274135576,5968999.6094240425
1.607,2101557.295080496,5964348.918083915
1.608,2100210.465783866,5959704.984970808
1.609,2098865.336250899,5955067.798640715
1.61,2097521.903218613,5950437.347671981
1.611,2096180.1634337725,5945813.620665244
1.612,2094840.1136528489,5941196.6062433785
1.613,2093501.7506419828,5936586.293051433
1.614,2092165.07117694,5931982.669756573
1.615,2090830.072043079,5927385.725048017
1.616,2089496.750035307,5922795.447636982
1.617,2088165.1019580434,5918211.826256626
1.618,2086835.1246251801,5913634.849661977
1.619,2085506.8148600478,5909064.506629897
1.62,2084180.1694953684,5904500.785959001
1.621,2082855.1853732273,5899943.676469615
1.622,2081531.8593450289,5895393.167003703
1.623,2080210.18827146,5890849.246424829
1.624,2078890.169022456,5886311.903618078
1.625,2077571.798477159,5881781.127490023
1.6260000000000001,2076255.0735238825,5877256.906968638
1.627,2074939.9910600751,5872739.231003276
1.6280000000000001,2073626.5479922828,5868228.0885645775
1.629,2072314.7412361118,5863723.468644443
1.6300000000000001,2071004.5677161934,5859225.360255956
1.631,2069696.024366146,5854733.752433344
1.6320000000000001,2068389.1081285402,5850248.634231904
1.633,2067083.8159548633,5845769.994727967
1.6340000000000001,2065780.1448054796,5841297.823018826
1.635,2064478.0916496024,5836832.108222691
1.6360000000000001,2063177.6534652486,5832372.839478628
1.637,2061878.8272392112,5827920.00594651
1.6380000000000001,2060581.6099670182,5823473.596806954
1.639,2059285.9986529052,5819033.601261273
1.6400000000000001,2057991.9903097702,5814600.008531424
1.641,2056699.5819591482,5810172.80785995
1.6420000000000001,2055408.770631171,5805751.988509915
1.643,2054119.553364534,5801337.539764875
1.6440000000000001,2052831.9272064618,5796929.450928802
1.645,2051545.8892126766,5792527.711326047
1.6460000000000001,2050261.4364473594,5788132.310301272
1.647,2048978.5659831192,5783743.237219409
1.6480000000000001,2047697.2749009589,5779360.481465598
1.649,2046417.560290243,5774984.032445145
1.6500000000000001,2045139.4192486582,5770613.8795834575
1.651,2043862.8488821897,5766250.012326003
1.6520000000000001,2042587.8463050795,5761892.420138247
1.653,2041314.4086397965,5757541.092505612
1.6540000000000001,2040042.533017006,5753196.018933413
1.655,2038772.2165755334,5748857.188946819
1.6560000000000001,2037503.4564623313,5744524.592090791
1.657,2036236.2498324518,5740198.21793004
1.6580000000000001,2034970.5938490087,5735878.056048963
1.659,2033706.4856831483,5731564.09605161
1.6600000000000001,2032443.922514017,5727256.327561616
1.661,2031182.9015287291,5722954.7402221635
1.6620000000000001,2029923.4199223341,5718659.323695923
1.663,2028665.474897788,5714370.067665005
1.6640000000000001,2027409.063665917,5710086.961830916
1.665,2026154.1834453908,5705809.995914502
1.666,2024900.83146269,5701539.1596559035
1.667,2023649.0049520726,5697274.442814495
1.668,2022398.7011555466,5693015.835168853
1.669,2021149.9173228364,5688763.326516694
1.67,2019902.650711354,5684516.906674832
1.671,2018656.8985861682,5680276.565479122
1.672,2017412.6582199715,5676042.29278442
1.673,2016169.9268930543,5671814.078464526
1.674,2014928.7018932716,5667591.912412151
1.675,2013688.980516013,5663375.784538844
1.676,2012450.760064174,5659165.68477497
1.677,2011214.0378481264,5654961.60306964
1.678,2009978.811185687,5650763.529390682
1.679,2008745.0774020895,5646571.453724576
1.68,2007512.833829955,5642385.3660764275
1.681,2006282.0778092605,5638205.256469894
1.682,2005052.8066873148,5634031.114947163
1.683,2003825.0178187233,5629862.931568884
1.684,2002598.7085653637,5625700.696414141
1.685,2001373.8762963542,5621544.399580394
1.686,2000150.5183880283,5617394.031183425
1.687,1998928.6322239016,5613249.58135732
1.688,1997708.2151946484,5609111.040254389
1.689,1996489.2646980686,5604978.39804514
1.69,1995271.7781390646,5600851.644918229
1.691,1994055.7529296062,5596730.771080412
1.692,1992841.186488712,5592615.766756506
1.693,1991628.0762424124,5588506.622189329
1.694,1990416.4196237286,5584403.327639676
1.695,1989206.21407264,5580305.87338625
1.696,1987997.4570360626,5576214.249725641
1.697,1986790.1459678141,5572128.446972256
1.698,1985584.2783285938,5568048.4554583
1.699,1984379.851585951,5563974.26553371
1.7,1983176.8632142597,5559905.867566124
1.701,1981975.3106946903,5555843.251940828
1.702,1980775.1915151866,5551786.4090607185
1.703,1979576.5031704325,5547735.329346257
1.704,1978379.2431618322,5543690.003235422
1.705,1977183.4089974803,5539650.421183667
1.706,1975988.9981921357,5535616.573663888
1.707,1974796.008267196,5531588.451166352
1.708,1973604.4367506707,5527566.044198692
1.709,1972414.281177154,5523549.343285825
1.71,1971225.5390878047,5519538.338969943
1.711,1970038.2080303112,5515533.021810445
1.712,1968852.2855588747,5511533.382383907
1.713,1967667.769234177,5507539.411284033
1.714,1966484.6566233586,5503551.099121623
1.715,1965302.945299993,5499568.436524514
1.716,1964122.6328440604,5495591.414137557
1.717,1962943.7168419238,5491620.022622553
1.718,1961766.1948862998,5487654.252658234
1.719,1960590.0645762417,5483694.094940202
1.72,1959415.323517107,5479739.540180903
1.721,1958241.969320536,5475790.579109569
1.722,1957069.999604427,5471847.202472191
1.723,1955899.4119929124,5467909.401031473
1.724,1954730.2041163314,5463977.1655667825
1.725,1953562.3736112094,5460050.486874124
1.726,1952395.918120232,5456129.35576609
1.727,1951230.8352922197,5452213.763071815
1.728,1950067.1227821044,5448303.699636949
1.729,1948904.7782509096,5444399.1563236
1.73,1947743.7993657195,5440500.124010311
1.731,1946584.18379966,5436606.593592004
1.732,1945425.9292318742,5432718.555979951
1.733,1944269.0333474984,5428836.002101727
1.734,1943113.493837639,5424958.922901176
1.735,1941959.308399348,5421087.309338359
1.736,1940806.4747356023,5417221.152389537
1.737,1939654.9905552773,5413360.443047105
1.738,1938504.8535731267,5409505.172319578
1.739,1937356.0615097566,5405655.33123152
1.74,1936208.6120916072,5401810.910823547
1.741,1935062.5030509245,5397971.902152247
1.742,1933917.7321257417,5394138.296290165
1.743,1932774.297059854,5390310.084325756
1.744,1931632.195602799,5386487.257363351
1.745,1930491.4255098305,5382669.8065231135
1.746,1929351.984541901,5378857.722941005
1.747,1928213.8704656332,5375050.997768736
1.748,1927077.0810533045,5371249.62217375
1.749,1925941.61408282,5367453.587339159
1.75,1924807.4673376938,5363662.8844637275
1.7510000000000001,1923674.6386070237,5359877.504761818
1.752,1922543.1256854737,5356097.43946337
1.7530000000000001,1921412.926373248,5352322.679813837
1.754,1920284.0384760743,5348553.217074184
1.7550000000000001,1919156.459805176,5344789.0425208155
1.756,1918030.1881772566,5341030.147445559
1.7570000000000001,1916905.221414476,5337276.523155623
1.758,1915781.5573444276,5333528.160973559
1.7590000000000001,1914659.1938001195,5329785.052237222
1.76,1913538.1286199545,5326047.188299741
1.7610000000000001,1912418.3596477043,5322314.560529468
1.762,1911299.8847324944,5318587.160309966
1.7630000000000001,1910182.701728778,5314864.979039938
1.764,1909066.80849632,5311148.008133226
1.7650000000000001,1907952.202900173,5307436.2390187485
1.766,1906838.8828106571,5303729.663140484
1.7670000000000001,1905726.8461033422,5300028.271957412
1.768,1904616.0906590244,5296332.056943502
1.7690000000000001,1903506.6143637055,5292641.009587656
1.77,1902398.4151085766,5288955.121393688
1.7710000000000001,1901291.4907899937,5285274.383880283
1.772,1900185.83930946,5281598.788580959
1.7730000000000001,1899081.4585736042,5277928.327044032
1.774,1897978.3464941646,5274262.990832586
1.7750000000000001,1896876.5009879635,5270602.771524429
1.776,1895775.9199768899,5266947.660712071
1.7770000000000001,1894676.6013878826,5263297.6500026705
1.778,1893578.5431529072,5259652.731018014
1.7790000000000001,1892481.743208936,5256012.895394484
1.78,1891386.1994979335,5252378.1347830035
1.7810000000000001,1890291.9099668288,5248748.440849024
1.782,1889198.8725675074,5245123.805272482
1.7830000000000001,1888107.08525678,5241504.21974776
1.784,1887016.545996372,5237889.675983662
1.7850000000000001,1885927.2527529018,5234280.1657033665
1.786,1884839.2034978606,5230675.680644408
1.7870000000000001,1883752.396207595,5227076.212558631
1.788,1882666.828863288,5223481.753212155
1.7890000000000001,1881582.49945094,5219892.294385357
1.79,1880499.4059613477,5216307.827872816
1.7910000000000001,1879417.546390092,5212728.345483289
1.792,1878336.918737513,5209153.839039691
1.793,1877257.5210086938,5205584.300379034
1.794,1876179.3512134412,5202019.721352413
1.795,1875102.4073662718,5198460.093824972
1.796,1874026.6874863876,5194905.409675861
1.797,1872952.1895976614,5191355.660798216
1.798,1871878.9117286177,5187810.83909911
1.799,1870806.851912416,5184270.936499534
1.8,1869736.0081868302,5180735.94493436
1.801,1868666.3785942337,5177205.856352306
1.802,1867597.9611815796,5173680.6627159035
1.803,1866530.7540003827,5170160.356001472
1.804,1865464.7551067043,5166644.928199072
1.805,1864399.9625611326,5163134.3713124925
1.806,1863336.374428765,5159628.677359199
1.807,1862273.9887791914,5156127.838370315
1.808,1861212.8036864775,5152631.846390583
1.809,1860152.8172291447,5149140.693478342
1.81,1859094.0274901579,5145654.37170548
1.811,1858036.4325569028,5142172.873157414
1.812,1856980.0305211712,5138696.189933061
1.813,1855924.819479146,5135224.314144789
1.814,1854870.7975313794,5131757.237918406
1.815,1853817.9627827816,5128294.953393122
1.816,1852766.3133426,5124837.452721509
1.817,1851715.847324402,5121384.728069483
1.818,1850666.5628460627,5117936.771616257
1.819,1849618.4580297437,5114493.575554333
1.82,1848571.5310018787,5111055.132089443
1.821,1847525.7798931561,5107621.433440545
1.822,1846481.202838504,5104192.47183977
1.823,1845437.7979770717,5100768.239532412
1.824,1844395.563452215,5097348.728776874
1.825,1843354.4974114802,5093933.931844661
1.826,1842314.5980065854,5090523.8410203345
1.827,1841275.8633934078,5087118.448601485
1.828,1840238.291731965,5083717.746898709
1.829,1839201.881186401,5080321.728235565
1.83,1838166.6299249674,5076930.384948558
1.831,1837132.5361200105,5073543.709387103
1.832,1836099.5979479554,5070161.693913491
1.833,1835067.8135892865,5066784.33090287
1.834,1834037.181228537,5063411.612743197
1.835,1833007.6990542705,5060043.531835238
1.836,1831979.3652590625,5056680.080592504
1.837,1830952.1780394935,5053321.251441249
1.838,1829926.1355961226,5049967.03682042
1.839,1828901.2361334823,5046617.429181654
1.84,1827877.4778600556,5043272.420989212
1.841,1826854.8589882643,5039932.0047199875
1.842,1825833.3777344534,5036596.172863446
1.843,1824813.032318876,5033264.917921623
1.844,1823793.8209656777,5029938.232409075
1.845,1822775.741902882,5026616.10885286
1.846,1821758.7933623735,5023298.539792505
1.847,1820742.9735798864,5019985.517779983
1.848,1819728.2807949877,5016677.035379675
1.849,1818714.7132510627,5013373.085168356
1.85,1817702.2691952982,5010073.659735149
1.851,1816690.9468786716,5006778.751681513
1.852,1815680.7445559339,5003488.353621201
1.853,1814671.6604855952,5000202.458180242
1.854,1813663.6929299117,4996921.057996906
1.855,1812656.840154869,4993644.145721684
1.856,1811651.1004301684,4990371.714017253
1.857,1810646.4720292152,4987103.75555845
1.858,1809642.9532291004,4983840.263032243
1.859,1808640.542310588,4980581.229137706
1.86,1807639.2375581025,4977326.6465859935
1.861,1806639.037259712,4974076.508100307
1.862,1805639.9397071174,4970830.806415869
1.863,1804641.943195634,4967589.534279902
1.864,1803645.046024181,4964352.684451592
1.865,1802649.2464952685,4961120.249702068
1.866,1801654.542914978,4957892.222814368
1.867,1800660.933592956,4954668.596583424
1.868,1799668.4168423936,4951449.363816022
1.869,1798676.990980019,4948234.5173307825
1.87,1797686.6543260776,4945024.04995813
1.871,1796697.4052043234,4941817.954540269
1.872,1795709.2419420017,4938616.223931158
1.873,1794722.16286984,4935418.850996476
1.874,1793736.1663220297,4932225.828613606
1.875,1792751.250636217,4929037.149671605
1.8760000000000001,1791767.4141534853,4925852.80707117
1.877,1790784.6552183463,4922672.7937246235
1.8780000000000001,1789802.9721787234,4919497.102555879
1.879,1788822.3633859411,4916325.726500419
1.8800000000000001,1787842.8271947082,4913158.658505265
1.881,1786864.36196311,4909995.891528957
1.8820000000000001,1785886.9660525904,4906837.418541525
1.883,1784910.6378279426,4903683.232524458
1.8840000000000001,1783935.3756572919,4900533.326470686
1.885,1782961.177912088,4897387.693384555
1.8860000000000001,1781988.0429670874,4894246.326281789
1.887,1781015.969200344,4891109.218189477
1.8880000000000001,1780044.9549931968,4887976.362146048
1.889,1779074.998730252,4884847.751201234
1.8900000000000001,1778106.0987993756,4881723.378416053
1.891,1777138.2535916807,4878603.236862786
1.8920000000000001,1776171.4615015108,4875487.319624945
1.893,1775205.7209264317,4872375.619797249
1.8940000000000001,1774241.0302672163,4869268.130485605
1.895,1773277.387927834,4866164.844807078
1.8960000000000001,1772314.7923154368,4863065.755889863
1.897,1771353.2418403486,4859970.856873271
1.8980000000000001,1770392.734916051,4856880.140907685
1.899,1769433.269959173,4853793.601154562
1.9000000000000001,1768474.8453894786,4850711.230786382
1.901,1767517.4596298526,4847633.022986645
1.9020000000000001,1766561.1111062912,4844558.970949829
1.903,1765605.7982478875,4841489.067881372
1.9040000000000001,1764651.519486823,4838423.306997656
1.905,1763698.2732583517,4835361.68152597
1.9060000000000001,1762746.0580007907,4832304.184704492
1.907,1761794.8721555083,4829250.809782267
1.9080000000000001,1760844.7141669102,4826201.550019173
1.909,1759895.5824824297,4823156.39868591
1.9100000000000001,1758947.4755525168,4820115.3490639655
1.911,1758000.3918306238,4817078.394445598
1.9120000000000001,1757054.3297731953,4814045.528133807
1.913,1756109.287839656,4811016.743442314
1.9140000000000001,1755165.2644924007,4807992.033695537
1.915,1754222.2581967807,4804971.392228565
1.9160000000000001,1753280.2674210952,4801954.812387135
1.917,1752339.2906365744,4798942.287527615
1.9180000000000001,1751399.3263173755,4795933.811016967
1.919,1750460.3729405669,4792929.37623274
1.92,1749522.4289861154,4789928.976563028
1.921,1748585.4929368806,4786932.605406467
1.922,1747649.563278598,4783940.2561722
1.923,1746714.638499872,4780951.922279847
1.924,1745780.7170921613,4777967.597159503
1.925,1744847.7975497714,4774987.274251691
1.926,1743915.878369841,4772010.94700736
1.927,1742984.958052332,4769038.608887847
1.928,1742055.035100018,4766070.253364859
1.929,1741126.108018475,4763105.873920455
1.93,1740198.1753160679,4760145.464047015
1.931,1739271.2355039422,4757189.017247227
1.932,1738345.2870960128,4754236.527034054
1.933,1737420.3286089513,4751287.986930719
1.934,1736496.3585621775,4748343.390470681
1.935,1735573.3754778474,4745402.731197608
1.936,1734651.3778808438,4742466.002665362
1.937,1733730.3642987653,4739533.198437969
1.938,1732810.3332619162,4736604.312089609
1.939,1731891.2833032925,4733679.337204574
1.94,1730973.2129585778,4730758.267377267
1.941,1730056.1207661282,4727841.0962121645
1.942,1729140.005266962,4724927.817323806
1.943,1728224.8650047523,4722018.424336763
1.944,1727310.6985258148,4719112.910885622
1.945,1726397.504379097,4716211.27061496
1.946,1725485.2811161692,4713313.497179328
1.947,1724574.0272912136,4710419.584243219
1.948,1723663.7414610153,4707529.525481061
1.949,1722754.4221849502,4704643.314577182
1.95,1721846.0680249769,4701760.945225795
1.951,1720938.677545626,4698882.411130978
1.952,1720032.2493139892,4696007.706006646
1.953,1719126.7818997107,4693136.823576536
1.954,1718222.2738749778,4690269.757574187
1.955,1717318.7238145075,4687406.501742909
1.956,1716416.1302955416,4684547.049835771
1.957,1715514.4918978338,4681691.39561558
1.958,1714613.8072036405,4678839.532854851
1.959,1713714.0747977109,4675991.4553358
1.96,1712815.293267278,4673147.156850308
1.961,1711917.4612020485,4670306.631199911
1.962,1711020.577194194,4667469.872195776
1.963,1710124.6398383398,4664636.873658677
1.964,1709229.6477315568,4661807.629418981
1.965,1708335.5994733516,4658982.133316622
1.966,1707442.4936656563,4656160.379201081
1.967,1706550.3289128202,4653342.360931365
1.968,1705659.1038216008,4650528.072375992
1.969,1704768.8170011519,4647717.507412969
1.97,1703879.4670630181,4644910.659929759
1.971,1702991.0526211204,4642107.523823281
1.972,1702103.5722917528,4639308.092999876
1.973,1701217.024693569,4636512.361375287
1.974,1700331.4084475746,4633720.322874652
1.975,1699446.7221771174,4630931.971432466
1.976,1698562.9645078795,4628147.300992572
1.977,1697680.1340678672,4625366.305508137
1.978,1696798.229487402,4622588.978941641
1.979,1695917.2493991107,4619815.315264837
1.98,1695037.1924379207,4617045.3084587585
1.981,1694158.0572410442,4614278.9525136715
1.982,1693279.842447976,4611516.241429078
1.983,1692402.5467004788,4608757.169213682
1.984,1691526.1686425803,4606001.7298853835
1.985,1690650.7069205584,4603249.917471235
1.986,1689776.160182937,4600501.7260074485
1.987,1688902.5270804751,4597757.149539367
1.988,1688029.806266159,4595016.182121433
1.989,1687157.9963951928,4592278.81781719
1.99,1686287.0961249894,4589545.050699242
1.991,1685417.1041151648,4586814.874849258
1.992,1684548.0190275258,4584088.284357927
1.993,1683679.8395260626,4581365.27332496
1.994,1682812.5642769425,4578645.835859058
1.995,1681946.1919484981,4575929.966077898
1.996,1681080.7212112225,4573217.65810812
1.997,1680216.1507377564,4570508.906085293
1.998,1679352.4792028836,4567803.70415391
1.999,1678489.705283521,4565102.046467363
2.0,1677627.827658711,4562403.927187927
2.001,1676766.8450096112,4559709.34048674
2.0020000000000002,1675906.7560194903,4557018.280543781
2.003,1675047.559373714,4554330.741547856
2.004,1674189.2537597432,4551646.717696583
2.005,1673331.8378671212,4548966.20319636
2.0060000000000002,1672475.3103874673,4546289.192262363
2.007,1671619.6700144683,4543615.679118514
2.008,1670764.9154438719,4540945.657997475
2.009,1669911.0453734756,4538279.123140618
2.0100000000000002,1669058.0585031225,4535616.068798014
2.011,1668205.9535346895,4532956.489228415
2.012,1667354.7291720826,4530300.378699232
2.013,1666504.3841212275,4527647.731486515
2.0140000000000002,1665654.9170900616,4524998.541874946
