Frequencies,Band_A_Power,Band_B_Power,Coherence,Phase Lags,Time Lags
0.169,0.07906060126303757,0.014004920314066421,0.136813195465016,-0.6608686956521739,-0.6223699387440049
0.17,0.07849517422227545,0.01379113622566893,0.136345162170617,-0.6371913043478257,-0.596542034012522
0.171,0.0779379945603758,0.013582044270977346,0.13587653382557074,-0.6135139130434784,-0.5710162100381335
0.17200000000000001,0.0773891409002107,0.013377541062442096,0.1354074406899912,-0.5898365217391301,-0.545787197970423
0.17300000000000001,0.07684868359671539,0.013177523973014828,0.13493800718325122,-0.5661591304347819,-0.5208498507821079
0.17400000000000002,0.07631668531092423,0.012981891314621383,0.13446835210857244,-0.5424817391304346,-0.496199139768372
0.17500000000000002,0.07579320156638229,0.012790542494595348,0.13399858887033134,-0.5188043478260864,-0.4718301511662209
0.176,0.07527828128766759,0.012603378151965024,0.1335288256842052,-0.4951269565217391,-0.4477380828890951
0.177,0.07477196732087604,0.01242030027535872,0.13305916578028876,-0.4714495652173918,-0.4239182413721627
0.178,0.07427429693602824,0.012241212304170784,0.1325897075993225,-0.4477721739130436,-0.4003660385239591
0.179,0.07378530231144846,0.012066019214512622,0.1321205449821785,-0.42409478260869626,-0.37707698878020546
0.18,0.07330501100025019,0.011894627591361558,0.13165176735275744,-0.40041739130434806,-0.3540467062558261
0.181,0.07283344637913257,0.011726945688213692,0.13118345989445254,-0.37673999999999985,-0.3312709019913847
0.182,0.07237062807975472,0.011562883475446808,0.13071570372034155,-0.35306260869565254,-0.30874538129028956
0.183,0.07191657240300685,0.011402352678504717,0.13024857603726817,-0.32938521739130433,-0.28646604114330393
0.184,0.07147129271654148,0.011245266806925676,0.12978215030397885,-0.305707826086957,-0.26442886773704716
0.185,0.07103479983596396,0.01109154117515439,0.1293164963834785,-0.2820304347826088,-0.24262993404328975
0.186,0.07060710239011012,0.010941092915999408,0.1288516806897708,-0.2583530434782606,-0.22106539748602436
0.187,0.07018820717086198,0.010793840987525333,0.1283877663291487,-0.23467565217391329,-0.19973149768338286
0.188,0.0697781194679672,0.010649706174101962,0.12792481323619867,-0.21099826086956508,-0.17862455426161977
0.189,0.06937684338933921,0.010508611082269873,0.12746287830468062,-0.18732086956521776,-0.15774096473850044
0.19,0.06898438216731952,0.010370480132024192,0.12700201551344623,-0.16364347826086956,-0.13707720247351846
0.191,0.06860073845138415,0.010235239544064497,0.12654227604755244,-0.13996608695652135,-0.11662981468251535
0.192,0.0682259145877719,0.010102817323509457,0.1260837084147281,-0.11628869565217403,-0.09639542051433592
0.193,0.06785991288650331,0.009973143240529034,0.12562635855734702,-0.09261130434782583,-0.07637070918727679
0.194,0.06750273587624787,0.009846148808305118,0.12517026996005828,-0.06893391304347851,-0.05655243818317775
0.195,0.06715438654748006,0.009721767258692622,0.12471548375322193,-0.045256521739130307,-0.03693743149706876
0.196,0.06681486858434645,0.0095999335159177,0.12426203881229436,-0.0215791304347821,-0.01752257794040986
0.197,0.06648418658564316,0.009480584168616938,0.12380997185330589,0.002098260869565216,0.0016951705039979837
0.198,0.06616234627527766,0.009363657440491628,0.12335931752456678,0.02577565217391342,0.020718800277250902
0.199,0.06584935470256,0.0092490931598237,0.12291010849473796,0.04945304347826074,0.039551237791475444
0.2,0.06554522043263762,0.009136832728074995,0.12246237553739645,0.07313043478260894,0.05819535093055845
0.201,0.06524995372735336,0.009026819087768553,0.12201614761222318,0.09680782608695626,0.07665395050606778
0.202,0.06496356671676873,0.008918996689829779,0.12157145194293696,0.12048521739130447,0.0949297916699391
0.203,0.06468607356155509,0.008813311460546275,0.12112831409209525,0.14416260869565267,0.1130255752853979
0.20400000000000001,0.06441749060641158,0.008709710768287806,0.12068675803287775,0.16784,0.13094394925756722
0.20500000000000002,0.06415783652462295,0.008608143390112014,0.12024680621796681,0.1915173913043482,0.14868750982513068
0.20600000000000002,0.06390713245382083,0.008508559478367263,0.11980847964563353,0.2151947826086955,0.16625880281436758
0.20700000000000002,0.06366540212295943,0.008410910527390842,0.11937179792313611,0.23887217391304372,0.18366032485684924
0.20800000000000002,0.06343267197045993,0.008315149340389036,0.11893677932753303,0.2625495652173919,0.20089452457199938
0.209,0.0632089712534185,0.008221229996574746,0.11850344086401056,0.28622695652173835,0.21796380371571134
0.21,0.06299433214770805,0.008129107818628804,0.11807179832182027,0.30990434782608656,0.2348705182961512
0.211,0.06278878983873615,0.008038739340542188,0.11764186632791987,0.33358173913043476,0.2516169796578191
0.212,0.06259238260254804,0.007950082275888554,0.11721365839840635,0.3572591304347821,0.26820545553494224
0.213,0.06240515187688654,0.007863095486569287,0.11678718698782825,0.3809365217391303,0.2846381710751917
0.214,0.06222714232173724,0.007777738952066901,0.11636246353646039,0.4046139130434776,0.3009173098346905
0.215,0.0620584018687986,0.007693973739236749,0.11593949851562166,0.4282913043478258,0.3170450147452644
0.216,0.06189898175922271,0.007611761972661927,0.11551830147111275,0.451968695652174,0.33302338905481443
0.217,0.06174893656887084,0.007531066805591461,0.11509888106484988,0.47564608695652133,0.3488544972416952
0.218,0.061608324220220854,0.0074518523914778026,0.11468124511476503,0.49932347826086954,0.3645403659039263
0.219,0.06147720597994847,0.0073740838561259054,0.11426540063304308,0.5230008695652169,0.38008298462403595
0.22,0.061355646441082004,0.007297727270462778,0.11385135386276216,0.5466782608695651,0.39548430681032704
0.221,0.06124371348850049,0.007222749623933538,0.11343911031300179,0.5703556521739133,0.4107462505152942
0.222,0.06114147824640592,0.007149118798527319,0.11302867479247994,0.5940330434782606,0.4258706992319277
0.223,0.06104901500625379,0.007076803543434064,0.11262005144177956,0.6177104347826088,0.44085950266859203
0.224,0.060966401133469926,0.0070057734503311845,0.11221324376422098,0.6413878260869561,0.4557144775031427
0.225,0.060893716951116526,0.0069359989292973375,0.11180825465543551,0.6650652173913043,0.4704374081169424
0.226,0.060831045598496114,0.0068674511853488605,0.11140508643169299,0.6887426086956525,0.48503004730938104
0.227,0.06077847286249859,0.006800102195593172,0.11100374085703425,0.7124199999999998,0.4994941169935156
0.228,0.06073608697930394,0.006733924686992145,0.1106042191692577,0.736097391304348,0.513831308873404
0.229,0.060703978403851395,0.0066688921147274975,0.11020652210480582,0.7597747826086954,0.5280432851036859
0.23,0.06068223954427648,0.006604978641159376,0.10981064992259826,0.7834521739130436,0.5421316789319658
0.231,0.060670964458299365,0.006542159115368419,0.10941660242685367,0.8071295652173909,0.5560980953245025
0.232,0.060670248508323886,0.006480409053271238,0.10902437898894213,0.8308069565217391,0.5699441115757248
0.233,0.06068018797177748,0.006419704618298394,0.10863397856830849,0.8544843478260873,0.5836712779020439
0.234,0.060700879602988554,0.006360022602623856,0.1082453997325048,0.8781617391304346,0.5972811180204451
0.23500000000000001,0.06073242014266458,0.006301340408934274,0.10785864067636816,0.9018391304347828,0.6107751297123074
0.23600000000000002,0.060774905770800094,0.0062436360327264556,0.10747369924038011,0.9255165217391301,0.624154785372882
0.23700000000000002,0.06082843149861685,0.006186888045120942,0.10709057292824115,0.9491939130434783,0.6374215325468702
0.23800000000000002,0.06089309049491905,0.006131075576179679,0.1067092589236927,0.9728713043478265,0.6505767944504888
0.23900000000000002,0.06096897334204124,0.0060761782987155686,0.10632975410661806,0.9965486956521739,0.6636219704804363
0.24,0.06105616721638152,0.006022176412581707,0.10595205506845227,1.0202260869565212,0.6765584367101342
0.241,0.061154754988354335,0.005969050629428105,0.10557615812692946,1.0439034782608694,0.6893875463736111
0.242,0.06126481423647249,0.005916782157913777,0.10520205934019561,1.0675808695652167,0.7021106303373893
0.243,0.06138641617018917,0.005865352689362085,0.1048297545203128,1.091258260869565,0.7147289975607254
0.244,0.06151962445610493,0.005814744383847414,0.10445923924618053,1.1149356521739122,0.7272439355445255
0.245,0.061664493942187024,0.00576493985670137,0.10409050887589842,1.1386130434782604,0.7396567107692746
0.246,0.06182106927477041,0.005715922165426765,0.10372355855859372,1.1622904347826086,0.7519685691222779
0.247,0.06198938340332912,0.005667674797007991,0.10335838324573561,1.185967826086956,0.7641807363145275
0.248,0.06216945596833826,0.005620181655606361,0.10299497770195873,1.2096452173913042,0.7762944182874855
0.249,0.062361291568011526,0.00557342705062941,0.102633336515415,1.2333226086956515,0.7883108016100575
0.25,0.06256487790031624,0.005527395685163191,0.10227345410767495,1.2569999999999997,0.8002310538660495
0.251,0.06278018377746065,0.005482072644756895,0.10191532474319659,1.2463235489609699,0.79027312154969
0.252,0.0630071570110393,0.005437443386549363,0.1015589425383804,1.2356895491315902,0.7804210312352701
0.253,0.06324572216723817,0.005393493728727262,0.10120430147022741,1.2250976642633336,0.7706733163551176
0.254,0.06349577819296567,0.005350209840304916,0.1008513953846173,1.2145475620869624,0.7610285359305147
0.255,0.06375719591551658,0.005307578231216072,0.1005002180042229,1.2040389142499928,0.7514852740309218
0.256,0.06402981542041665,0.005265585742708066,0.1001507629360753,1.1935713962553685,0.7420421392466298
0.257,0.06431344331446318,0.005224219538029162,0.09980302367879545,1.183144687401342,0.7326977641744704
0.258,0.06460784988368952,0.005183467093399981,0.09945699362950561,1.1727584707225143,0.7234508049162014
0.259,0.0649127661590599,0.005143316189260276,0.09911266609043445,1.1624124329320193,0.7142999405892168
0.26,0.06522788090615585,0.005103754901782493,0.09877003427522837,1.1521062643648254,0.7052438728492304
0.261,0.06555283755895347,0.005064771594643787,0.09842909131498195,1.1418396589221165,0.6962813254245924
0.262,0.06588723112200531,0.00502635491104845,0.09808983026399894,1.1316123140167442,0.6874110436619196
0.263,0.06623060506991846,0.004988493765992832,0.09775224410529534,1.1214239305197142,0.6786317940827176
0.264,0.06658244827792925,0.004951177338765233,0.09741632575585574,1.1112742127076944,0.6699423639506966
0.265,0.06694219202256729,0.004914395065673252,0.09708206807165272,1.101162868211507,0.6613415608494742
0.266,0.0673092070968119,0.004878136632991494,0.09674946385244014,1.0910896079655976,0.6528282122703875
0.267,0.06768280108968017,0.0048423919701226425,0.09641850584632909,1.0810541461584462,0.6444011652101311
0.268,0.06806221588573519,0.004807151242965123,0.09608918675415647,1.0710562001839135,0.6360592857779568
0.269,0.06844662544542224,0.004772404847480813,0.09576149923365435,1.0610954905934835,0.6278014588121659
0.27,0.06883513393226072,0.004738143403456485,0.09543543590342922,1.0511717410493997,0.6196265875056509
0.271,0.0692267742575405,0.00470435774845276,0.0951109893467583,1.0412846782786618,0.6115335930402324
0.272,0.06962050711706755,0.004671038931934681,0.09478815211521191,1.0314340320278776,0.6035214142295625
0.273,0.0700152205974211,0.004638178209578068,0.09446691673210805,1.021619535018932,0.5955890071703542
0.274,0.07040973043085151,0.004605767037746114,0.09414727569580707,1.0118409229054777,0.5877353449017232
0.275,0.07080278097807355,0.0045737970681307616,0.09382922148285337,1.00209793423021,0.579959417072418
0.276,0.07119304701650415,0.004542260142553653,0.09351274655097001,0.9923903103829232,0.5722602296157336
