Frequency,Band_A_Power,Band_A_Error,Band_B_Power,Band_B_Error,Coherence,Coherence_Error,Phase_Lags,Phase_Lags_Error,Time_Lags,Time_Lags_Inv,Time_Lags_Error
0.0078125,1.3613771528909442,0.5145521981592278,0.05822877753264941,0.022008409214099366,0.02227297214314251,0.0779960637482364,-1.405540497739489,1.770743701160006,-28.633435895178575,28.633435895178575,128.0
0.015625,0.2741766277949721,0.10362902463597366,0.0496142301956783,0.018752416369668037,0.05247297086600505,0.11601801001308842,2.4707892081354843,1.1357008719453139,-38.83274778797618,38.83274778797618,11.56815408920783
0.02734375,0.14326512290640003,0.03835607923553653,0.0574165566209857,0.015363222664078848,0.007112321397675325,0.031648766493562255,1.482400901518919,2.232879868363441,-27.943079090445973,27.943079090445973,12.996530043626871
0.0390625,0.15072644779021474,0.05696924240758131,0.056622011716043925,0.02140110881897683,0.4900559074071387,0.1908144928144277,2.671888677067072,0.27263050644027975,-14.713746167129873,14.713746167129873,1.1107966140830037
0.05078125,0.11381369610823797,0.03139500997265273,0.03207644578204226,0.008748368797146399,0.03982196568625971,0.07242092931232111,-1.7521697372780247,0.9279733854256501,-5.4915244272999395,5.4915244272999395,2.9083874727032675
0.0703125,0.10238437776248062,0.022744347829426772,0.03930363568213826,0.009256991560744677,0.1519902995263256,0.10202676255337934,3.1003987664045005,0.3644750712110273,-7.204354997627864,7.204354997627864,0.8250027977529678
0.09375,0.12151212603090156,0.029421413239020516,0.03444433303363805,0.007679595928033202,0.06148424442172418,0.07181726111901872,-2.719992202561446,0.6028568757715853,-4.617602178230037,4.617602178230037,1.023441618730501
0.1171875,0.09267158335425461,0.02075718511949012,0.029429632183677307,0.006445192188394053,0.24438314142895767,0.11527698545174403,-1.694444410609342,0.27132546293543264,-2.3012625386061654,2.3012625386061654,0.36849312949649865
0.1484375,0.08692496655283095,0.015128894352550876,0.019549363582289897,0.0034896007499703166,0.1996379027798417,0.08548481745964939,-0.3051035635790063,0.2393165521566417,-0.3271325662218188,0.3271325662218188,0.25659561929727265
0.1875,0.07950141557985244,0.01422710740859652,0.010441514865336735,0.0018400564023737318,0.14811825916792887,0.07837265960145347,-0.20970504388273975,0.2866396964698772,-0.1780031697346179,0.1780031697346179,0.24330733109088779
0.23046875,0.07052934827454081,0.011296118677938305,0.007707973287814462,0.0012668684476244856,0.1201707870962243,0.06655614867723636,1.3683191542426234,0.29522973246214407,0.9449209800679489,-0.9449209800679489,0.2038769736419711
0.28515625,0.06827893514962567,0.009688006952377417,0.005139682383291115,0.0007465752508753835,0.0419039416731258,0.037064442836917566,1.545179241220256,0.4518227318384269,0.8624146032330973,-0.8624146032330973,0.25217690712852875
0.34765625,0.06711845648517466,0.009260324513363866,0.003926404370185912,0.0005419390134596013,0.1298258439435438,0.05925264507167651,0.8423605324166917,0.24463213286675467,0.38562759219670933,-0.38562759219670933,0.11199112107105026
0.421875,0.026765276289456,0.003123974094501505,0.002424831673367175,0.00028813753796378766,0.05272196931615917,0.03505443022701482,0.10058230117699003,0.3415722340148918,0.03794529284711284,-0.03794529284711284,0.12886022984630913
0.515625,0.01959221057819825,0.0021735502444396562,0.002461978804998507,0.00027840539465873816,0.04972383987778989,0.03141423334966223,0.6657348335849491,0.32404617050537876,0.20548846458861575,-0.20548846458861575,0.10002142996544033
0.625,0.0154697668641977,0.0015837934979969633,0.0018628300368511614,0.00018994309439032174,0.037089225091611264,0.025593534967760682,0.9904491900783383,0.3516086057323844,0.2522158151717308,-0.2522158151717308,0.08953639621753329
0.7578125,0.011978309525845691,0.0010742406970346164,0.001382336070698306,0.00012691954452539897,0.0464561658998169,0.02520295833921326,0.7966486755421361,0.27778438601389177,0.16731127372554883,-0.16731127372554883,0.05833996951469926
0.91796875,0.01083717762925628,0.0009123279022313382,0.0012868271392296189,0.00011194697598310904,0.0069829864873382054,0.009456532677673539,0.5250192038390922,0.6794889298022918,0.09102641185679024,-0.09102641185679024,0.11780795583101998
1.109375,0.008936940115260757,0.0006994864314972407,0.001184583115644706,9.188973206092908e-05,0.07825440016889323,0.026524643298571376,1.226697837475145,0.17652460695880992,0.1759865009706436,-0.1759865009706436,0.025324857487187456
1.33984375,0.00794392868043937,0.000554343755543577,0.0011774228387418247,8.411183400869072e-05,0.01762683801343785,0.01232408498878643,1.3899914774472129,0.3527053366645,0.16511180090315059,-0.16511180090315059,0.041896525460559324
1.61328125,0.006010298459809338,0.00039326734723132945,0.0009621970938453899,6.248390493824193e-05,0.007492018087074309,0.007449165036989798,1.628678050698409,0.4990129075789496,0.16067388279255357,-0.16067388279255357,0.04922909189445359
1.94140625,0.005904145760230058,0.0003470069800863928,0.0007529033004912072,4.544088458825318e-05,0.004243842009714218,0.005112339263600007,2.043162798477592,0.6036065765807824,0.16749686415152873,-0.16749686415152873,0.04948318794461911
2.3359375,0.005717474606461373,0.0003104792505169567,0.0007987564532789281,4.293233558437589e-05,0.0028314397313354356,0.0038243433044476485,1.5011836916938237,0.6762935805294089,0.10228047840407198,-0.10228047840407198,0.04607805916150248
2.80859375,0.00483773747284785,0.00024058431617869915,0.0007135849636930383,3.458214070616909e-05,0.0021522768562653315,0.003045841842923584,2.5883248251958295,0.7083486685212611,0.14667293561319866,-0.14667293561319866,0.040140085061330474
3.37890625,0.004090516375924573,0.00018181801532577685,0.0006650596185092866,3.004006205699387e-05,0.002993366037419877,0.003259859976304155,-3.0074526447196392,0.5453308906060247,0.1542952088351299,-0.1542952088351299,0.025686450122922012
4.0625,0.003945809681975736,0.00016117085678721938,0.0006271637037634182,2.58929604088633e-05,0.0006995893796790462,0.0014495120998962961,2.5769340233694376,1.0363360564361213,0.10095551700699859,-0.10095551700699859,0.04060012457505726
4.8828125,0.0036279257919409427,0.0001387823481748115,0.0006085845738837465,2.3056563474022146e-05,0.0006725213103101703,0.0012917483406384874,-2.6855872405053702,0.9607003556497407,0.11726346558854094,-0.11726346558854094,0.03131396309643225
