lag,ccf,ccf_err
-29.9375,0.0001784735737935041,0.00025474636383188636
-29.875,-0.00037209866141367005,0.00026445786451263174
-29.8125,-0.0002976183278393439,0.0005331282928867907
-29.75,-0.00039055500808061664,0.0005771321191497773
-29.6875,-0.00011022428080797481,0.00045313333545708316
-29.625,0.000998134907489335,0.000572444376815192
-29.5625,0.0007039863295346726,0.0005905319403660981
-29.5,0.0008246119870226907,0.0006206765796898224
-29.4375,0.001432520371141539,0.0007019670728130071
-29.375,0.0010119001566573902,0.0009656111183085556
-29.3125,0.002131020656451245,0.0012216917956258178
-29.25,0.002561260100985098,0.001170106288380484
-29.1875,0.0033320194772049677,0.0012237226689189046
-29.125,0.003062294455919739,0.0015137807895974258
-29.0625,0.0030325495397291657,0.0015214647566578554
-29.0,0.002966334573743729,0.0017184258426973457
-28.9375,0.004157217430687157,0.0020824664653458017
-28.875,0.0031713134145876756,0.001912540326701737
-28.8125,0.003978457949917904,0.0019404870232057633
-28.75,0.002045043356231372,0.002017043169969328
-28.6875,0.0016905331892693148,0.001840245191791654
-28.625,0.00240723147757631,0.0019219082831004998
-28.5625,0.0010439391365904393,0.0020391709405167342
-28.5,-0.0001974759305452374,0.0022445011387857232
-28.4375,-3.264072974440445e-06,0.0024936643943828172
-28.375,0.00056845754455089,0.0025908486113087447
-28.3125,0.0011478481576030653,0.0024486845448437014
-28.25,-0.001954737203404191,0.0026862999283527437
-28.1875,-0.0025080512327872915,0.0027900024185487514
-28.125,-0.0017479458285845075,0.0029554239911003502
-28.0625,-0.0017686905586832208,0.002833465547670245
-28.0,-0.0024069170907341946,0.0027480517718459926
-27.9375,-0.002612869273211379,0.0027795806030074368
-27.875,-0.004220608358112961,0.003117567085380182
-27.8125,-0.00497770885098402,0.0030422491186302045
-27.75,-0.005173099776490124,0.003169868790294511
-27.6875,-0.007549328272864971,0.003401762762120903
-27.625,-0.005960756150795413,0.003655814140126348
-27.5625,-0.006366900755586091,0.003856807674349667
-27.5,-0.0066661303868432,0.00401640764102537
-27.4375,-0.005672988726166048,0.004209585835915881
-27.375,-0.009245898046876241,0.004538302123259346
-27.3125,-0.008008037437863004,0.004567861224021041
-27.25,-0.007513268383768576,0.004707932243027215
-27.1875,-0.007970279210261503,0.005249336652169319
-27.125,-0.007371328048079533,0.00560984636824137
-27.0625,-0.008137995583985067,0.005702235256550573
-27.0,-0.0086996641294558,0.0058451396322122375
-26.9375,-0.010413404936947632,0.005798861531530538
-26.875,-0.010986542065451129,0.006112107253097098
-26.8125,-0.007510165847718672,0.006160183975310693
-26.75,-0.008022336324106613,0.006630202611867531
-26.6875,-0.010869604136566425,0.006523116358899307
-26.625,-0.011480200929773664,0.006469876555542757
-26.5625,-0.013980574955768628,0.006424786667362491
-26.5,-0.01370916788122124,0.00679712972511077
-26.4375,-0.014538488381265091,0.006975541032966637
-26.375,-0.015691775153224754,0.00710695033712374
-26.3125,-0.01647108833183921,0.007089364060440601
-26.25,-0.015025815210408825,0.0072396430161388295
-26.1875,-0.013541504691616158,0.0074782498043752385
-26.125,-0.011287542753446305,0.007707685389101702
-26.0625,-0.012910955468602225,0.007517337488700095
-26.0,-0.012168289972822278,0.008067383995576135
-25.9375,-0.009870514785476438,0.008092162742171078
-25.875,-0.010579389094863991,0.008161716399229082
-25.8125,-0.012026454920216702,0.008300104500528113
-25.75,-0.010321923166477821,0.008249007632302033
-25.6875,-0.008021832333780513,0.00804962989879269
-25.625,-0.007007901466217319,0.008008607564901224
-25.5625,-0.008200606117561042,0.008185885145848136
-25.5,-0.008108651018421991,0.008242600223338302
-25.4375,-0.00736470808101854,0.007940797579648039
-25.375,-0.007356958520872842,0.007449939924474142
-25.3125,-0.004962413898728108,0.007423445641389642
-25.25,-0.006761656945187839,0.00751838225428503
-25.1875,-0.007353268565532073,0.00758225795591266
-25.125,-0.006929440863550838,0.007578790005127115
-25.0625,-0.007663752172367221,0.007457514741012525
-25.0,-0.003957299239153108,0.007736465032370199
-24.9375,-0.0036834860223401867,0.007658780434955343
-24.875,-0.005023266732299939,0.008771621080547267
-24.8125,8.522981040613864e-06,0.008461321416684885
-24.75,0.0007165980963232258,0.008349943235612977
-24.6875,0.002500536094983954,0.008352985338183499
-24.625,0.0022356088611162955,0.008301407062980165
-24.5625,0.00335848403224269,0.008046953704667851
-24.5,0.004947668696068788,0.008586065834617372
-24.4375,0.003280371193607752,0.008158674502586562
-24.375,0.003735784228649106,0.008388951330175476
-24.3125,0.0031942545218127194,0.008526218336380365
-24.25,0.005538863989620201,0.008197717006316826
-24.1875,0.005421960172543488,0.008170453306499143
-24.125,0.007584200706841583,0.007945163774783255
-24.0625,0.0035023764631167058,0.00812906472969263
-24.0,0.003116719452423171,0.008402116388173661
-23.9375,0.003670637520414839,0.008041269310976647
-23.875,0.003824778223915482,0.007920180761899025
-23.8125,0.0032335945549982273,0.007804002114182967
-23.75,0.0011410081787234746,0.007990534871515811
-23.6875,0.0022221897610927837,0.008146037603866788
-23.625,0.004454720774813149,0.008317947635356317
-23.5625,0.004082421598860571,0.008190425026410564
-23.5,0.004948096944213183,0.008741288620212383
-23.4375,0.0034607546079727307,0.0081276091806778
-23.375,0.004073538191692357,0.008443045169307814
-23.3125,0.005906971279435065,0.008031028597322838
-23.25,0.0075142230230216414,0.007647974441617917
-23.1875,0.007037964902487671,0.007477538128984651
-23.125,0.005335976344970474,0.0076211612025414216
-23.0625,-0.0027965994664139212,0.0063821585638857885
-23.0,0.0011755580503006995,0.007221151425676393
-22.9375,-0.0004346201983668777,0.007719818595070848
-22.875,0.0038632075760060424,0.007251297592875647
-22.8125,-0.0005798580122805245,0.007953333333456535
-22.75,-0.001663815661096194,0.007745274957350078
-22.6875,0.0006541612048968328,0.007319888851011258
-22.625,-0.000763549673898148,0.007726190046196528
-22.5625,-6.133990191172724e-05,0.008185300843531326
-22.5,-0.0008070435158460857,0.008922487412368776
-22.4375,0.00015161669575793237,0.009181071467704156
-22.375,-0.004129921595219242,0.00873963977121448
-22.3125,-0.007450239848384705,0.00916189412501969
-22.25,-0.005557719255631732,0.009464914723244485
-22.1875,-0.0056597627995075145,0.009597333894923002
