A_Time,Band_A_Flux,Band_B_Flux
8.375,41.0414256729802,340.72077157088415
8.4375,28.35084131790729,349.96627936856044
8.5,45.19302604970598,320.1396190812396
8.5625,44.6467518335049,352.07552494502295
8.625,23.348072762540788,316.02827341390133
8.6875,43.231777199154934,304.26850858547164
8.75,38.71244817756756,305.27490090770647
8.8125,60.694202200644305,320.82843893344415
8.875,42.71021244842633,309.45904800618496
8.9375,36.102929506044916,299.01037654251076
9.0,30.500351786593868,273.91296779866417
9.0625,25.535204183515607,297.59926658360655
9.125,27.78337743389441,296.33164359585226
9.1875,38.62332140356154,326.35938205719987
9.25,35.48689248214305,355.768027068091
9.3125,24.18188485468503,329.3920219227335
9.375,21.80034586303278,273.273515131428
9.4375,24.996345921086437,340.71017945245904
9.5,47.828188098527086,311.0825518342437
9.5625,66.9637290770132,335.8922554002056
9.625,76.02498133787425,306.9028084556589
9.6875,56.059425207711975,345.11945523598587
9.75,49.00222512479563,335.7875000066171
9.8125,50.12981074771313,340.62044072177736
9.875,58.96408792486516,316.3212028813342
9.9375,53.71714031190744,320.6955976445116
10.0,53.292614208037534,356.9389533073513
10.0625,69.30714179424646,339.9227975119161
10.125,76.22347429602543,362.9872617823961
10.1875,45.139642495021754,344.67466177297047
10.25,41.58948011215128,366.2886166704236
10.3125,29.55338989667809,351.4688129590435
10.375,27.12351598218864,357.4808274050048
10.4375,27.992422711031693,415.7924428608012
10.5,20.65310702259242,311.6700337398569
10.5625,18.514907413060836,385.8503736594797
10.625,24.07255813036493,331.42616768993537
10.6875,19.61131707035682,363.8290189691797
10.75,19.125651934708795,316.48489789415225
10.8125,19.147237848870148,290.5300588456721
10.875,9.263199117280067,315.9469802493069
10.9375,9.1380533852736,295.8913777274357
11.0,31.867086413589476,290.08331900086955
11.0625,20.168177212624162,319.2936536856332
11.125,21.093341125252817,306.1360895075014
11.1875,45.43653703905459,296.1502698517134
11.25,15.921472253914454,351.5275593916321
11.3125,22.44751784816142,270.0251792980391
11.375,13.59718596174931,323.4701444131503
11.4375,7.702697085441477,285.74376622249997
11.5,8.178518019327853,354.5581186827507
11.5625,7.105974016809588,299.26595034200574
11.625,18.510897561594277,347.2841804920212
11.6875,29.422814929981623,332.5190603888836
11.75,13.837470990073168,369.27748203771245
11.8125,20.014810170985335,312.7175691113846
11.875,11.921987130445757,364.1858827638924
11.9375,56.937044920300856,320.30804066005305
12.0,41.54430182343995,319.500627280298
12.0625,30.854221455363522,287.1848320785555
12.125,17.48766295728164,345.19731332050276
12.1875,39.993110716529706,351.55809798612836
12.25,47.74454438206068,344.15051573251463
12.3125,50.402106625856106,330.20658861917025
12.375,49.58270131663957,333.6347322228718
12.4375,48.85896185668945,370.3488079425021
12.5,37.59342292701014,352.32749994667114
12.5625,50.49413875697153,351.59942162375364
12.625,50.606994764033146,362.647578608601
12.6875,61.620664591329984,354.83392380506695
12.75,49.854078442443736,365.107320512209
12.8125,64.75369991797673,342.90511935087824
12.875,48.77781613977528,363.84197993941905
12.9375,76.89164946919732,404.48943843767563
13.0,50.17252659653281,325.73645135582626
13.0625,55.77901011979069,340.8301428474785
13.125,57.03705720195676,341.02165839081516
13.1875,52.462043895207316,321.5244592162283
13.25,61.13569818895614,342.0591825430585
13.3125,72.9040117379191,339.89889113438954
13.375,75.68817103194917,338.86870749467914
13.4375,73.69421678586757,374.8051134951612
13.5,56.64911108096355,363.84539773760486
13.5625,28.856276417097146,333.80761770479074
13.625,46.9411799823048,319.68497281736813
13.6875,58.657217892448465,365.4200204545957
13.75,54.8603992334133,341.7285514820639
13.8125,29.907179575265758,326.5068055839655
13.875,24.330529134792165,356.59078977775425
13.9375,37.65426857478992,327.51331000191567
14.0,30.799321087290636,327.8143356210418
14.0625,11.923558141027275,344.3234296924667
14.125,28.61345270659351,307.92915716698724
14.1875,45.14197048870845,339.55294969754385
14.25,38.04795005020836,367.3268838585739
14.3125,18.705416212861792,318.6696234832284
14.375,39.58554192408543,312.2202770539689
14.4375,50.794193314416816,382.79027043243053
14.5,30.04532544081116,362.64404032975574
14.5625,29.50898858982565,325.2413298121367
14.625,56.089214721913024,268.85250383809984
14.6875,36.71363585182445,294.3396774445648
14.75,28.293885557593793,306.301602179903
14.8125,33.30636259201549,331.699634196382
14.875,34.213505685368055,287.1127702251247
14.9375,24.48765650465814,310.7694935735864
15.0,37.92809975493303,306.9743153070564
15.0625,34.47004462708825,326.4157409446334
15.125,40.119906370794965,298.92817350212357
15.1875,36.63892491289456,279.1401161994577
15.25,39.900966428342436,297.65744145999724
15.3125,27.280668115342387,262.4841337674262
15.375,28.050587793001153,280.5207286991291
15.4375,38.377734813110735,257.2201112182828
15.5,26.8961959950543,291.4667999046445
15.5625,28.912920665310605,335.13579818015177
15.625,29.986825584261226,309.0297461152021
15.6875,35.96034835493515,275.85013279811847
15.75,53.49342046361749,280.7953134528279
15.8125,62.61466348448393,292.56517197456867
15.875,66.51523585234295,294.3542698990489
15.9375,65.42855432213524,283.8835212707854
16.0,78.63058694646071,234.984988559417
16.0625,57.70699268147737,282.75848261416047
16.125,83.61273739539611,254.40190457318164
16.1875,56.9760095428762,259.52903022837523
16.25,49.65618548413574,266.5213783940529
16.3125,50.38462742088031,222.50100667447472
16.375,71.5707507360506,238.8644191747485
16.4375,89.37075586183181,230.05187902783135
16.5,74.39045891951773,247.0404598690706
16.5625,71.18857563350768,215.27649736148987
16.625,59.3897352006713,243.65001932344302
16.6875,40.9508651291976,282.47916109303304
16.75,38.8907857017429,270.8281403795233
16.8125,33.379058946975775,302.79557567307967
16.875,36.53265874105482,272.54059672370664
16.9375,48.51834423294265,285.8529516807554
17.0,36.122797557317476,255.35708873443045
17.0625,41.49076779731554,252.49903738872618
17.125,11.014432060858079,271.52530882386134
17.1875,33.249065008918826,223.16579794704722
17.25,25.322856082166755,216.03753635995685
17.3125,54.635944452444214,238.83183623800159
17.375,56.98188125452843,259.1505788297799
17.4375,59.24238357636432,277.42476437532616
17.5,52.56153890494576,281.0263660643473
17.5625,50.03816715085638,290.37714080649556
17.625,67.01247963164471,325.09926151899725
17.6875,69.99032401732494,325.9714963334745
17.75,63.90915279311521,334.298647675657
17.8125,64.13853297697314,311.707084637565
17.875,59.29222373659722,317.74960742623705
17.9375,69.29691872473603,337.8582183121221
18.0,78.33206988884365,270.2951980791641
18.0625,46.23977077370506,289.7168613694163
18.125,45.247549528589865,298.2180868708357
18.1875,64.66396527752401,340.4451713710126
18.25,53.28644202184306,273.6414991486349
18.3125,59.92775620090162,284.23839645687195
18.375,60.89887482558793,300.927848785409
18.4375,72.95317600351979,352.18643795298647
18.5,64.9420175496127,345.75886841483737
18.5625,66.58514469961575,351.39884189464493
18.625,62.86072641512361,283.8156495815033
18.6875,59.07009124890915,301.4798204127029
18.75,42.305809306208744,268.1425064468046
18.8125,46.48645775560555,314.84288728294456
18.875,50.032228476955765,271.912727031027
18.9375,46.33888605935378,339.10077078870745
19.0,44.96762357178486,299.72567837666685
19.0625,31.439366191891693,352.9796260365842
19.125,43.186237466488265,394.915582661436
19.1875,61.80895630164825,330.51024758383846
19.25,43.469868489202135,366.79348728857235
19.3125,51.758559845082296,353.80432684495986
19.375,49.128611902341895,357.86038729538245
19.4375,38.41346354565986,367.7351486410985
19.5,23.254724308188376,335.5220871562047
19.5625,38.568000993702505,309.207508878036
19.625,19.498888073661973,366.4296382179058
19.6875,32.40107240166671,334.799484756732
19.75,37.652914351124345,340.08783893224967
19.8125,10.570501610967234,343.67369173098626
19.875,18.375908920341182,348.3673034652156
19.9375,18.905778527000606,352.70469494272675
20.0,11.676452419736947,362.38221164662383
20.0625,14.48086369276566,327.95811409793214
20.125,28.332396228981903,393.9129253755431
20.1875,42.059400745373495,374.9609331383216
20.25,37.13983063729423,356.8534276293009
20.3125,23.660426654919245,338.7212167204396
20.375,30.46626498550242,338.5618261167781
20.4375,20.665665058488617,315.5598596764576
20.5,17.58001283697459,337.0143982256819
20.5625,21.104428135603083,333.1303019431917
20.625,31.437275291842084,331.4410436746266
20.6875,46.61602944707312,366.64988362527436
20.75,35.07947791775987,345.04802975276374
20.8125,41.275527684599794,351.7325888269407
20.875,20.326198548924637,337.2026478170458
20.9375,37.3699014074386,324.19278751534773
21.0,54.942445903328974,312.39380638702806
21.0625,36.40373753290206,327.03596593902057
21.125,36.10402546415308,320.58034213051263
21.1875,43.03092743446896,320.05087653084666
21.25,63.62754103655349,327.694460919265
21.3125,61.960490890252245,371.6401268826464
21.375,50.333336627014674,345.7976484902
21.4375,66.27813748210072,276.4549600646829
21.5,64.92522572509901,345.9197268701619
21.5625,41.71386988161892,338.12336855753364
21.625,64.87285542151234,360.5939676015968
21.6875,49.05270731002937,319.7595651299128
21.75,57.704401843026936,367.2785576227162
21.8125,56.55992066519368,360.37779305289723
21.875,68.17733491620898,343.2605377233244
21.9375,66.08150269779418,342.13982273531343
22.0,78.4382894835149,361.7773248074286
22.0625,70.53239380464785,358.5954377151588
22.125,66.9355661071662,329.9398185160025
22.1875,44.807909647771794,415.1865515291706
22.25,50.50154992259657,395.3197234805534
22.3125,77.18538453011546,359.5780790845549
22.375,89.5230383230104,335.30511087921917
22.4375,63.6395176491244,359.45952097749273
22.5,78.78664497033782,333.70426764443863
22.5625,69.56533024345165,349.99556392404617
22.625,58.96683621209874,335.5434711564378
22.6875,56.104174743709635,352.82808906576344
22.75,58.15417398899339,345.5121258026981
22.8125,50.03070370832643,412.3886427211234
22.875,54.5705381354413,359.42623891338735
22.9375,48.319250351432295,359.2629280619252
23.0,57.9434287897851,352.06319844005617
23.0625,58.87152646251283,360.1807609870034
23.125,63.046024711644016,349.0866997283425
23.1875,61.00475491602955,307.2041266437856
23.25,57.28049093496319,349.5065811256652
23.3125,54.12994057858855,386.62904264124876
23.375,55.47153974511992,350.09888158306114
23.4375,65.1779473019763,327.458522312254
23.5,69.06046146620568,304.75741679777246
23.5625,58.82118569717291,306.8330137750039
23.625,64.32159538187541,290.569971731509
23.6875,83.19468579644251,343.91131265167263
23.75,75.86070809929564,272.64931901974745
23.8125,70.18979554967586,273.8741617703045
23.875,48.11632103232923,309.4654730137035
23.9375,51.71303691603714,272.60597502600285
24.0,68.58175215255822,297.16427345346864
24.0625,74.19485484812968,267.70371807582364
24.125,51.47764115015733,291.80921676109233
24.1875,70.11205604081677,332.2444679921917
24.25,72.6876216864972,304.90467870086235
24.3125,91.9602507772652,270.2946140655999
24.375,97.6608239456015,286.3255269512139
24.4375,92.05555420618192,311.07661986222377
24.5,77.66402325961214,346.5333648872894
24.5625,57.62078358637487,316.8007399552412
24.625,82.99285421678323,348.54383459151694
24.6875,84.16144322899125,298.5039764781223
24.75,74.69596180083451,309.14627878415797
24.8125,76.24854649433087,274.349260783185
24.875,65.1741539456621,334.23797363978923
24.9375,66.19476434096852,324.6112445751233
25.0,73.85943440547844,328.47165108297844
25.0625,72.83206085969182,299.06550097739853
25.125,57.03114628404654,297.82771761863887
25.1875,61.55698685487895,315.01740065175613
25.25,61.48241937602863,282.38793405391027
25.3125,44.41474910858367,290.71258199459254
25.375,43.33618468042135,287.4923671932727
25.4375,35.0220466635606,285.673052769591
25.5,46.24947252665916,290.09510291411283
25.5625,28.28370854965994,257.1818270938242
25.625,44.37783583056144,280.88693334065357
25.6875,29.37376090617068,274.1248162888792
25.75,50.37227632672537,280.71638890571637
25.8125,41.338478632403614,308.3191556600297
25.875,43.69397664428711,314.20968228094347
25.9375,39.60120667525228,317.75040761332747
26.0,38.588496266916344,299.29220943396876
26.0625,38.35252815100494,269.77233459575143
26.125,45.623260919599865,289.08868048539796
26.1875,44.41198189313433,264.65300678587454
26.25,46.18187119033727,297.29715385477465
26.3125,44.78413671243315,278.94375034386235
26.375,37.10973631107681,312.01462101272534
26.4375,23.745613091144413,299.406811258634
26.5,30.375657814502812,281.8670012397335
26.5625,7.275647907124138,300.23284875798083
26.625,20.166780792055402,271.6726406156816
26.6875,24.39570166546862,286.4051373748062
26.75,7.681456762258914,252.04558217261368
26.8125,11.476035525876675,210.15147425082023
26.875,15.711313907520436,246.81557563076004
26.9375,18.988246669472666,267.24539723905343
27.0,39.37101565075539,278.71846618995664
27.0625,33.68109574357628,303.8587277885649
27.125,49.182194458006464,293.55065827503614
27.1875,20.095123347179154,238.37545456325202
27.25,47.242690317889775,292.7857770797947
27.3125,27.080162503425,261.3253906442795
27.375,47.34350582925835,275.46687565612734
27.4375,43.071751802866345,255.79283886648685
27.5,54.39155556335019,278.953458976842
27.5625,39.17279078144597,282.1881117648798
27.625,43.80428008222497,260.1389012204512
27.6875,34.90078281852459,281.58454756174183
27.75,60.849099428937684,290.7189821343351
27.8125,48.344445223353276,260.847225123317
27.875,48.36763695137428,282.90975087658154
27.9375,61.46828843102492,299.79458794771335
28.0,66.51927472116817,266.3844256664678
28.0625,62.18347620160993,315.19061900239984
28.125,47.37284249859589,307.89554915797123
28.1875,64.2794922829064,303.93909804080954
28.25,54.84808320965384,300.6793902486781
28.3125,88.12619641773816,298.206298427146
28.375,105.82204557387682,318.6857906522997
28.4375,107.07264717717645,336.07161548892947
28.5,58.30280491898998,320.9803226702386
28.5625,64.66108997985475,342.5174869699201
28.625,50.16822878141565,349.6232512210625
28.6875,55.95729035306256,322.16935904629173
28.75,58.82392866441721,319.3438968654756
28.8125,70.24029805824436,294.7940921768356
28.875,82.80388208946813,301.28006407145455
28.9375,81.49253202239579,286.3394046920157
29.0,63.990077330213495,309.6570635553801
29.0625,66.24716801244435,286.9311536046014
29.125,53.98150459895556,306.83642187611747
29.1875,62.37290610285989,288.6223684576482
29.25,68.44268271531477,343.06345482911064
29.3125,40.829375532158124,326.29420871804837
29.375,66.57301352175017,310.6317834482296
29.4375,54.583232933128194,293.957408979863
29.5,70.86315465031268,298.3889735767341
29.5625,64.4027110676566,329.5905897092602
29.625,59.30822671629509,334.8988321654424
29.6875,60.882765832741086,311.73176834984895
29.75,60.81346842711632,324.204171741255
29.8125,95.42107885539406,312.4767240809567
29.875,73.4945779170357,317.4655449506533
29.9375,87.00397868449578,377.92159716263166
30.0,80.27709335534995,334.21012786804494
30.0625,82.98343685284595,332.5384453998964
30.125,69.9095985079553,313.1968642053089
30.1875,60.20760472818038,313.94004529846353
30.25,57.822338856879725,333.88688786237304
30.3125,76.9920758837188,323.13907955724335
30.375,72.13151094249181,335.3873919151134
30.4375,60.0277265501315,335.5012143309089
30.5,57.661569267480154,314.84114301849536
30.5625,77.12421248610241,310.2456631767189
30.625,64.44629423198118,312.83593554944156
30.6875,62.4828818046871,303.4140297305173
30.75,62.516157427052505,277.9322223409722
30.8125,82.37107484861355,256.26514169798713
30.875,41.66069684689922,273.56935206766656
30.9375,45.576312230095255,288.37286699373743
31.0,47.97504860647251,322.1268632710147
31.0625,43.3193205712691,339.71468244050413
31.125,34.651012086424075,289.7263113620588
31.1875,35.225438606760235,271.3948422385143
31.25,52.524501278523466,304.321478654655
31.3125,40.23356481597148,362.0106545548084
31.375,63.52544414411029,274.39130245930767
31.4375,43.02309580674011,296.8650237144191
31.5,32.11542269023383,340.163288183061
31.5625,47.71380053391078,320.53610547815464
31.625,65.79777008808117,271.0366418207892
31.6875,45.0731421804979,315.91025090653267
31.75,25.119721320857728,339.2237602785891
31.8125,44.63652782659902,351.2109449759613
31.875,71.99820722472629,315.71905805745325
31.9375,71.04494303781998,334.3049544448293
32.0,58.16682693101532,282.54087052234524
32.0625,59.1949764177259,367.1224660846019
32.125,71.31352348018194,306.8495868812882
32.1875,81.63137446691366,337.6706856568915
32.25,59.421731788094846,302.27440758517037
32.3125,45.37374210165875,289.4031702439498
32.375,44.16053348879153,289.58798145876244
32.4375,50.77288102810837,296.59395303437964
32.5,34.757300538347806,283.36102005825785
32.5625,60.033339622418936,300.6846722665871
32.625,64.81059865406863,273.34421899348644
32.6875,49.24755351415648,308.94855370425483
32.75,61.681804918176454,261.64107815945226
32.8125,72.0518834143922,284.702205880713
32.875,81.45808136382611,282.7515447476964
32.9375,92.80267887392051,309.4179268950673
33.0,80.3173650888368,327.5910008937493
33.0625,70.23751021729618,339.7167503562691
33.125,51.01450034467963,273.829204901859
33.1875,53.01229277963597,358.51933802567976
33.25,49.851268468407596,326.8933886695021
33.3125,58.62801374231032,296.4698017252177
33.375,46.681060245960246,268.4491698099676
33.4375,61.23788485099544,322.86889214751545
33.5,25.11165190990497,329.2648032054601
33.5625,17.013206998956964,349.2945604652583
33.625,35.244683919172346,301.54221199785616
33.6875,30.18118279322201,316.35791312764155
33.75,43.98844441429396,302.90670656546973
33.8125,21.012790665807334,310.10538714744064
33.875,33.12650435187661,337.29051967792276
33.9375,27.50737757482339,300.8959874321225
34.0,31.9140331070969,338.9712348635166
34.0625,48.84090119565753,334.68170189651056
34.125,46.27546639580608,334.4600512615179
34.1875,46.533820636026334,340.2773455640995
34.25,37.173715235376775,328.2098284100119
34.3125,34.81629302962683,341.1030939524744
34.375,20.746369571749486,323.72620095348384
34.4375,29.73293734763042,334.8060712694367
34.5,47.406207666851074,348.1838973179543
34.5625,41.14009383703897,308.40904702144724
34.625,35.109940160571014,294.48868740589484
34.6875,35.375256183700884,309.02016897732915
34.75,32.22716913977343,314.3395913357399
34.8125,38.484220088659114,343.92807765978836
34.875,26.54984988785664,303.7029287234239
34.9375,42.0859346147452,317.08968948582327
35.0,40.01934521486579,281.18307195136504
35.0625,49.63976738154259,299.3034184847046
35.125,45.171795943110084,327.3631624257528
35.1875,42.20826928289066,313.1082671443347
35.25,38.18966087081663,328.3482060787483
35.3125,61.34664984890472,316.72467734658017
35.375,77.82170896806886,342.6861774349148
35.4375,58.20603742470059,328.9404454296867
35.5,54.994493063578076,325.87431315229736
35.5625,52.963346244125304,293.32221647137663
35.625,78.35206365516765,312.88991822419655
35.6875,55.51422373700023,302.64510726162507
35.75,76.31194095580601,321.40381825702093
35.8125,73.92462217037954,339.10987788294096
35.875,64.99863179149997,324.94816751759413
35.9375,50.940180955376306,322.30037394913273
36.0,54.29503243604469,348.5249421539345
36.0625,69.53821696993955,348.8200131357646
36.125,72.71084004681651,321.40451307199305
36.1875,67.76476691637718,345.571412624465
36.25,79.86078075066496,320.44162183739536
36.3125,77.9024788794859,321.14795008743124
36.375,56.74708373014725,273.7413854295646
36.4375,55.41493762438923,323.28471656955963
36.5,75.54614923477224,365.5138612750545
36.5625,60.01592186005151,389.13713060064333
36.625,54.24501554719047,355.25121690770584
36.6875,58.03735216441175,370.16213095478474
36.75,57.60791811799857,368.7244353101941
36.8125,42.38101651569153,300.7482210629097
36.875,65.68993652013658,358.69042016628697
36.9375,58.79981870779048,353.16923699912525
37.0,43.61964339866876,308.7772542245132
37.0625,28.296539983014707,362.3829815503576
37.125,52.88448216950227,322.094828529748
37.1875,60.176993367463666,324.99311504641577
37.25,44.00476412363159,393.1833005396533
37.3125,50.559002208676254,371.4098487679092
37.375,66.53117319621934,386.54140792691237
37.4375,63.011704119261175,376.69971534005737
37.5,53.931172542228914,363.14976414469993
37.5625,50.575668899962594,374.8529492968241
37.625,55.008275934819125,368.666238596707
37.6875,57.5676258993715,384.0577876199707
37.75,67.68541954254201,376.13674439911557
37.8125,46.413650080936456,306.11622552530787
37.875,51.22911247766574,327.4448195828742
37.9375,32.82651949708275,345.3516014881119
38.0,42.59783039314074,302.10630445041807
38.0625,47.05494244308126,288.0561987217691
38.125,43.31095356917952,349.5602443304268
38.1875,52.93726448731662,311.6705000330836
38.25,57.03098941186881,353.8418589128892
38.3125,50.56353516094392,331.2351568727242
38.375,49.00872038638427,329.63997342568774
38.4375,41.13198424873436,313.96712936329226
38.5,53.67739250615839,338.18324974980345
38.5625,70.61677226194118,335.72641434779075
38.625,41.773768207724636,305.42948679061703
38.6875,41.28020343192084,319.359514187887
38.75,46.66198504817057,339.8736783551758
38.8125,58.90402519412177,298.82026948478887
38.875,62.83491622409728,300.4675060202433
38.9375,59.989545609908504,281.4842056216101
39.0,61.33792577837872,333.7100677098572
39.0625,41.58433842017928,337.3096918711728
39.125,51.9641767179218,329.6009067826735
39.1875,57.82748491401834,280.9973615851456
39.25,57.91822719815519,310.6256098425035
39.3125,77.78817546920608,312.21491269727176
39.375,51.561240842513214,345.783258478458
39.4375,80.60548591247469,328.9030434666494
39.5,62.53566545474996,339.3480166970957
39.5625,96.8514131755717,324.76808586677015
39.625,75.41625397409598,314.55342413432624
39.6875,62.478909221771254,343.8934370949556
39.75,91.59331347962315,307.5774537310099
39.8125,86.82995997346936,309.2544787353319
39.875,75.07551705979522,272.6047077440615
39.9375,73.56621484056643,300.4214581126033
40.0,75.45611887283262,311.70456634673116
40.0625,69.61888982008438,297.8565848228731
40.125,64.19400858070134,331.38443710146976
40.1875,72.30712778051438,321.30139373352273
40.25,32.57516129323376,268.50640123538534
40.3125,17.758267633097645,295.899089978345
40.375,39.490002011764396,322.6877216404195
40.4375,57.94081990613698,290.6755833122663
40.5,42.750659446900876,269.75143375965513
40.5625,30.904773989671153,274.2225096588407
40.625,41.372629578805096,297.33233153174103
40.6875,21.271915563719965,258.2294532298601
40.75,36.49799030628625,264.68804355680373
40.8125,22.762859130048444,241.00788076833175
40.875,23.502796030043285,270.1860123049905
40.9375,35.64030138533624,215.31524020291823
41.0,54.904477655373036,286.86138147514174
41.0625,25.59666220613516,260.5585411993353
41.125,20.660282640706274,249.70228176762367
41.1875,40.39134190115584,273.24068871705265
41.25,29.543972462470265,214.42289527057818
41.3125,42.4911575401489,258.93698615062453
41.375,54.68089928626232,234.4847239278126
41.4375,36.64811101464263,298.3690319341322
41.5,50.123423693596635,237.34628679809194
41.5625,53.59049648319631,239.24676602739595
41.625,36.89932351294447,253.13220997061143
41.6875,50.110676674326484,254.15422515052379
41.75,71.32488658158036,238.59135138247032
41.8125,58.699976513836475,248.9248786432827
41.875,62.88587051583847,230.57684729996225
41.9375,62.7598480482216,234.96670224662878
42.0,52.35565817925345,231.79753742047333
42.0625,54.086815856168506,227.01400763490003
42.125,69.23948630534518,250.1319404453667
42.1875,48.198851644672544,240.71336120124167
42.25,60.98979328684304,247.89667048151702
42.3125,69.81472563688669,272.62703434860595
42.375,73.31386759287929,278.9208254208423
42.4375,76.11163083092147,259.2066536376869
42.5,60.221163383689785,265.4754235239209
42.5625,66.30382638273493,278.0646666726568
